index,period,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio,interestCoverage,incomeQuality,dividendYield,payoutRatio,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover,payablesTurnover,inventoryTurnover,roe,capexPerShare
30/09/2010,Q4,0.796467994,0.168666574,0.222500497,0.190669966,1.003072801,1.871110548,1.828708993,1.871110548,0,2.66653E+11,2.55392E+11,15.4743168,13.10787136,46.92124354,54.75429713,5.579574126,5.579574126,12.55431485,44.10922747,44.9397197,52.4419768,0.016155802,0.018263407,0,0.364337683,-1.944905009,2.011292346,,1.31917363,,0,0.077225581,0.024283537,0.014404852,-0.133732184,-0.037359288,-2.310030395,0.011011159,2.664744009,0.100016526,0.058137652,0.11299251,20956000000,46708000000,14286000000,0,19273000000,26071000000,3135000000,24.37693556,84.27636194,7.371989712,3.692014519,1.067915106,12.20837298,0.090142495,-0.029755477
31/12/2010,Q1,1.038879525,0.233253531,0.379678008,0.330610851,1.048048052,2.123757082,2.074689925,2.123757082,0,2.98476E+11,2.87742E+11,12.42822987,11.16175044,30.54091564,35.07360383,5.460000157,5.460000157,10.76034436,34.58857658,29.4425835,33.81226423,0.020115495,0.02851147,0,0.369786263,-1.290299315,1.846060097,,1.627748168,,0,0.07090236,0.021502562,0.014560421,-0.124219789,-0.045398452,-3.41011236,0.011181332,3.338549289,0.124342701,0.070239474,-0.00529327,20132000000,53403000000,11851000000,0,19531500000,27214000000,3052000000,20.28458173,78.27586207,4.844006568,4.43686743,1.149779736,18.57966102,0.109830608,-0.047163522
31/03/2011,Q2,0.954254877,0.231610003,0.240585036,0.215207357,1.130931491,2.378267608,2.329988122,2.378267608,0,3.2454E+11,3.08562E+11,13.55187581,13.15686228,52.18529054,58.33908356,5.279052684,5.279052684,12.50911428,37.02451666,49.61606719,55.4668923,0.018447631,0.017141167,0,0.352219085,-1.917206623,1.931886381,,1.038750626,,0,0.071472007,0.023553736,0.013150131,-0.100337675,-0.025296955,-1.437788018,0.011634978,3.520466985,0.111566091,0.063925429,0.024004344,22670000000,60229000000,13570000000,0,19417000000,26920500000,3074500000,21.15457899,85.4218285,5.792788428,4.254398068,1.053594867,15.53655914,0.097386014,-0.024139743
30/06/2011,Q3,1.101807626,0.281824582,0.428367194,0.391268775,1.095020389,2.67413273,2.600475785,2.67413273,0,3.02235E+11,2.90144E+11,10.33919479,10.57839565,27.20879925,29.78862035,4.358555905,4.358555905,10.1552043,28.92188418,26.12030447,28.59691919,0.024179833,0.033569866,0,0.350465539,-1.205243222,1.746081388,,1.519978106,,0,0.067026005,0.02198033,0.017890931,-0.069949586,-0.027195408,-1.615384615,0.009940149,4.117865664,0.117385699,0.0697009,-0.154216818,20039000000,67433000000,9483000000,0,19569000000,27698500000,3054000000,19.22158832,82.54549823,4.805694036,4.682235333,1.090307793,18.72778403,0.105389152,-0.029964108
30/09/2011,Q4,1.087649047,0.254810741,0.401241313,0.225378426,0.998467211,2.94765588,2.777140826,2.94765588,0,3.75304E+11,3.65489E+11,14.16667716,13.27568488,35.98653864,64.0668507,4.898565704,4.898565704,12.92849704,39.15669717,35.04541293,62.39136419,0.017647046,0.015608696,0,0.341631506,-1.051532033,1.608437612,,1.57466405,,0,0.071630704,0.022815706,0.03808509,-0.157733244,-0.058188893,-3.02946593,0.01054121,4.110915166,0.098528297,0.059166153,-0.361238373,17018000000,72183000000,5232000000,0,19202500000,27379500000,2997500000,17.09267775,77.96802842,4.134991119,5.265412554,1.1543193,21.76546392,0.086445213,-0.063289094
31/12/2011,Q1,1.777311633,0.501128767,0.673363011,0.618547257,1.15676968,3.4544282,3.286873817,3.4544282,0,3.77072E+11,3.66762E+11,7.215852963,8.138294789,21.48066608,23.38428604,4.187172279,4.187172279,7.915775202,20.15395167,20.89333556,22.7449062,0.034645939,0.04276376,0,0.350639237,-0.566545774,1.582656688,,1.34369259,,0,0.056223426,0.01635983,0.031496744,-0.081405947,-0.030841949,-1.981969487,0.009064813,6.240997538,0.166612218,0.097265343,-0.210593764,20164000000,85686000000,6144000000,0,24760000000,29174000000,3227500000,32.01951093,63.98322279,4.340226297,2.810786217,1.406618737,20.73624595,0.145068514,-0.054815754
31/03/2012,Q2,1.499064892,0.444600933,0.534691727,0.47696476,1.09172444,3.921072661,3.739552146,3.921072661,0,5.59729E+11,5.49608E+11,12.04029186,14.28390466,40.04643973,44.89325378,5.460878145,5.460878145,14.02562364,33.77630827,39.32232154,44.08149568,0.020763616,0.022275062,0,0.320908477,-0.621988692,1.58296916,,1.202632938,,0,0.059689685,0.021461747,0.031437582,-0.107963082,-0.038508651,-2.039189189,0.010820191,6.262949202,0.129388215,0.079499826,-0.345070691,18676000000,97753000000,2276000000,0,23402500000,28569000000,3160500000,31.62379421,74.24061682,4.809426826,2.845958312,1.212274411,18.71324864,0.113387578,-0.057726967
30/06/2012,Q3,1.335497299,0.336476834,0.388527025,0.275541886,1.054502536,4.261099312,4.052860419,4.261099312,0,5.46972E+11,5.39027E+11,15.49671543,15.61751043,53.68260553,75.69499969,4.894779838,4.894779838,15.3906595,42.45644831,52.90284304,74.59549789,0.016132451,0.013210912,0,0.314004027,-0.62578765,1.571173624,,1.15469175,,0,0.072666533,0.025012135,0.033524457,-0.290803808,-0.084601548,-3.548502994,0.012791594,5.679755907,0.089135525,0.056048528,-0.46564901,18883000000,1.06285E+11,793000000,0,23667000000,28467500000,3170500000,36.74214088,75.52648659,5.04168955,2.449503427,1.191634936,17.85115865,0.078964795,-0.112985138
30/09/2012,Q4,1.368902416,0.312975715,0.347725421,0.214473812,1.108679266,4.499192421,4.295223449,4.499192421,0,6.25969E+11,6.15223E+11,19.03103009,17.40445536,68.5167077,111.0858281,5.295394988,5.295394988,17.10567318,51.81258561,67.34048178,109.1788184,0.013136441,0.009002048,0,0.328596419,-0.905002527,1.495848685,,1.111030038,0.00397464,0.302565973,0.070928099,0.025190458,0.030437795,-0.378830998,-0.096229773,-3.52803262,0.012456209,5.628774664,0.079579994,0.048170821,-0.766244326,19111000000,1.12851E+11,-201000000,0,21983000000,30651000000,3005000000,27.35083134,88.37236262,3.301182472,3.290576395,1.018417946,27.26295828,0.069562643,-0.131729168
31/12/2012,Q1,2.073515781,0.497458163,0.891073171,0.797690407,1.514664631,4.843959873,4.621705091,4.843959873,0,4.78462E+11,4.62308E+11,9.146317898,8.777190011,20.424408,22.81542043,3.757182651,3.757182651,8.480851591,24.00354008,19.73483232,22.04511859,0.027333404,0.043830005,0,0.350567092,-0.838733126,1.543292306,,1.791252485,0.005210443,0.190625478,0.05209862,0.018528031,0.029797846,-0.098907197,-0.042504403,-1.45906801,0.009997799,7.363254447,0.115341568,0.068742937,-0.741584672,25469000000,1.21503E+11,3606000000,0,22317000000,33262500000,3337000000,19.14844438,71.02176253,3.914564152,4.70012071,1.267217213,22.99106529,0.10269659,-0.08813355
31/03/2013,Q2,1.657303042,0.362871182,0.475263565,0.387881053,1.487555195,5.149828891,4.939411497,5.149828891,0,4.03016E+11,3.90963E+11,10.55347928,9.242856383,32.23098743,39.49203987,2.974509313,2.974509313,8.966430449,26.78380947,31.26705589,38.31095217,0.02368887,0.025321559,0,0.304262541,-0.825717613,1.783738876,,1.309730805,0.006180892,0.260919661,0.061280187,0.025663372,0.028427209,-0.160588612,-0.046051877,-1.186761229,0.013187166,6.484311927,0.078864571,0.050457964,-0.538985524,27829000000,1.29954E+11,4084000000,0,20060000000,27519500000,3232000000,14.62192968,49.24341381,4.111323109,6.15513834,1.827655579,21.89076305,0.070462765,-0.076321916
30/06/2013,Q3,1.373297404,0.268260116,0.304339158,0.22596055,1.6564479,4.795791069,1.531881898,4.795791069,0.661358382,3.6426E+11,3.6997E+11,13.1978117,10.31224989,46.53290788,62.67371006,2.952961419,2.952961419,10.47390094,33.08617447,47.26234069,63.65616017,0.018942534,0.015955653,0.137474261,0.628203549,0.510642103,1.878328148,173.6037736,1.134492754,0.007717024,0.407391304,0.07488039,0.033349376,0.048243129,-0.240802248,-0.053364663,-1.112750885,0.016363276,5.380212641,0.107664404,0.059532027,-1.02709606,31900000000,39402000000,-8283000000,0.137474261,20937500000,27821500000,3458000000,22.5210203,62.62343603,6.849186062,3.996266546,1.43716164,13.1402475,0.055936573,-0.073285553
30/09/2013,Q4,1.480137668,0.296722731,0.391364326,0.300277715,1.601560149,4.880164623,4.652803595,4.880164623,0.67319562,4.36485E+11,4.39186E+11,14.52624809,11.64828946,44.05376491,57.41708797,3.532887378,3.532887378,11.72036995,36.57138002,44.3263729,57.7723892,0.017210225,0.017416418,0.13727347,0.403144928,0.224914647,1.678638508,120.8433735,1.318956337,0.006343865,0.368610224,0.071333262,0.03116994,0.027806763,-0.197315301,-0.052172289,-1.096466629,0.014811059,5.707999202,0.061404905,0.037327821,-1.271756309,29628000000,1.17793E+11,-10165000000,0.13727347,23069000000,31247000000,3491500000,31.46829633,85.29426719,6.726833609,2.860021371,1.055170564,13.3792517,0.060801787,-0.07722217
31/12/2013,Q1,2.29549475,0.521004052,0.903546654,0.822079986,1.62259761,5.168749195,4.924548474,5.168749195,0.679353891,5.01881E+11,5.04765E+11,9.59839656,8.71411882,22.13855136,24.33244251,3.870029914,3.870029914,8.76419348,25.31799966,22.26576794,24.47226604,0.026046017,0.041097395,0.130787144,0.424097627,0.144655665,1.494299689,207.8928571,1.734241126,0.005517245,0.211826805,0.053008994,0.023092683,0.02720886,-0.087560653,-0.034465396,-0.925839552,0.011824148,7.784030683,0.101875565,0.059673966,-1.716937925,26578000000,1.23557E+11,-15153000000,0.130787144,23618000000,34857500000,3670500000,22.18981144,74.49144008,5.342396777,4.055915493,1.20819251,16.84637135,0.100798865,-0.079115135
31/03/2014,Q2,1.863619595,0.417381219,0.552724928,0.492055018,1.688223946,4.906627947,4.662356027,4.906627947,0.695989205,4.69622E+11,4.67635E+11,11.48444763,10.28835018,34.68917362,38.96631534,3.90768797,3.90768797,10.24481954,29.6158982,34.54240158,38.80144644,0.02176857,0.025663191,0.141139467,0.416575642,-0.125839139,1.632591187,159.9176471,1.324268806,0.005666259,0.260295412,0.064233449,0.031152784,0.02904524,-0.102083026,-0.030276475,-0.732379438,0.015247776,6.788116303,0.083504832,0.051113467,-1.480839822,27333000000,1.14196E+11,-15269000000,0.141139467,21368000000,29520500000,3524000000,19.12544363,61.45564822,5.94281382,4.705773196,1.464470762,15.14434117,0.085064778,-0.056423833
30/06/2014,Q3,1.55638917,0.322154929,0.426393752,0.325314941,1.571898178,5.028577321,4.773240019,5.028577321,1.294773423,5.53042E+11,5.71105E+11,17.84467577,14.77458301,53.9290289,70.68535166,4.572864159,4.572864159,15.25713805,45.57902565,55.69041359,72.9940173,0.014009781,0.014147203,0.240036382,0.456498292,1.441580208,1.47059842,102.82,1.323567372,0.005184053,0.370030976,0.076138064,0.042824321,0.027597519,-0.231886884,-0.063528532,-1.221993834,0.01934174,6.037348076,0.058316082,0.035807541,-2.282152501,21744000000,1.14799E+11,-33631000000,0.256656193,21912000000,30331000000,3406500000,25.93823467,81.42706085,6.320659118,3.469781238,1.105283662,14.23902133,0.064064826,-0.098875119
30/09/2014,Q4,1.774692463,0.356724855,0.558238377,0.395949001,1.056524058,4.69960877,4.330623736,4.69960877,1.49186573,5.97835E+11,6.19286E+11,17.65190988,14.19259986,45.11961387,63.6129904,5.35948868,5.35948868,14.70184659,45.68352639,46.73855726,65.89549731,0.014162773,0.01572006,0.259863555,0.518860071,1.582398938,1.080112848,97.08695652,1.56489902,0.004732076,0.334120704,0.074970919,0.040025639,0.037776215,-0.288754717,-0.090829238,-1.943118334,0.01808988,6.141702804,0.066304019,0.037954824,-3.415344519,5083000000,1.02789E+11,-51761000000,0.316413709,25248000000,35161500000,3665000000,37.30503525,104.0683158,7.275407827,2.412542955,0.864816532,12.37044055,0.075905224,-0.161193964
31/12/2014,Q1,3.191765921,0.771168366,1.442817335,1.303122222,1.388950215,5.276667348,4.891639378,5.276667348,1.563130553,6.66053E+11,6.82978E+11,9.238416747,8.928442658,19.75128681,21.86863098,5.400662411,5.400662411,9.155322374,25.1816936,20.25318468,22.42433246,0.027060914,0.0457276,0.263557343,0.529091923,0.624032151,1.133023597,185.0839695,1.870949845,0.004205372,0.155403906,0.04825802,0.025402485,0.03436123,-0.095397663,-0.043123902,-1.249320388,0.011903645,9.56854096,0.128774239,0.071270685,-3.954665962,9792000000,1.14329E+11,-55163000000,0.295172224,24872500000,39064000000,3751000000,20.15858121,76.24258772,4.580453877,4.464599916,1.18044262,19.64870784,0.14614686,-0.137641402
31/03/2015,Q2,2.503107201,0.585496666,0.823337158,0.716498795,1.428078537,5.566554863,5.188046738,5.566554863,1.900048655,7.14086E+11,7.43468E+11,13.15656509,12.30970051,37.42391524,43.00425936,5.535290814,5.535290814,12.81619939,35.05930995,38.96377164,44.77372639,0.01900192,0.023253511,0.310621211,0.506091258,1.385551259,1.1560047,112.1349693,1.40622006,0.003841275,0.202151964,0.059644889,0.033063265,0.033584232,-0.124154919,-0.040837787,-0.955627269,0.015980003,8.563409636,0.090277332,0.053755219,-3.871175458,9162000000,1.20234E+11,-64297000000,0.340069454,21970500000,31643000000,3807500000,16.91863472,60.67153752,6.276998312,5.319578175,1.483397383,14.33806344,0.105181154,-0.102221358
30/06/2015,Q3,2.164310075,0.465846964,0.653939712,0.562794792,1.51412262,5.483398797,5.098443494,5.483398797,2.383075335,7.26263E+11,7.65362E+11,17.00531635,14.64092431,48.45630174,56.30382592,5.778806389,5.778806389,15.42913115,43.09956361,51.06498869,59.33499112,0.014701285,0.017760782,0.377308497,0.539899177,2.201768217,1.086819331,70.06467662,1.403765103,0.004203711,0.285941744,0.071847596,0.041003931,0.032300815,-0.136309047,-0.041185364,-0.662451362,0.017256325,7.581197492,0.067750378,0.040392997,-4.536412243,5668000000,1.16854E+11,-76521000000,0.432998878,21703000000,33300500000,3630500000,18.81463562,79.62371341,6.141558615,4.783510125,1.130316537,14.65426053,0.084955879,-0.089137899
30/09/2015,Q4,2.280049854,0.492481206,0.596564567,0.434617763,1.841757519,5.284078956,4.885232931,5.284078956,2.85846292,6.47758E+11,6.90966E+11,14.55766214,12.57757586,48.07107491,65.98326723,5.427152062,5.427152062,13.41654986,37.51374854,51.27760552,70.38461183,0.017173087,0.015155357,0.446809937,0.589109712,2.345838536,1.108770624,61.44117647,1.21134484,0.004575785,0.266450917,0.071940351,0.043105959,0.03101429,-0.268497217,-0.070251063,-1.159987175,0.017766645,7.651925603,0.069676798,0.039521086,-5.122785163,8768000000,1.10346E+11,-81746000000,0.538963596,24942500000,37808500000,3784000000,29.44428264,103.1919362,6.83003263,3.056620571,0.872161172,13.17709664,0.093200955,-0.160175926
31/12/2015,Q1,3.412167449,0.825743443,1.235084809,1.054924239,1.712289955,5.768511206,5.358090496,5.768511206,2.844027538,5.93805E+11,6.40079E+11,8.085138372,7.826403714,21.62199696,25.31461409,4.629444071,4.629444071,8.436299328,23.02193658,23.30695491,27.28733012,0.03092093,0.039502874,0.414791022,0.562652582,1.664352768,1.001669032,87.57608696,1.495724634,0.004999959,0.161701432,0.050716997,0.031684943,0.031116597,-0.131522412,-0.047606495,-1.222748815,0.01420814,10.3525109,0.111288629,0.06461546,-5.216954972,127000000,1.19141E+11,-88798000000,0.490874504,22994500000,36719500000,3835000000,15.36495677,65.96580783,4.853572136,5.857484753,1.36434318,18.54304366,0.143146717,-0.162441333
31/03/2016,Q2,2.292052363,0.47675342,0.525942984,0.40811471,2.506310318,5.914399096,5.502204146,5.914399096,3.635630182,5.80058E+11,6.38416E+11,13.78988588,11.47334216,50.00066886,64.43654293,4.446352127,4.446352127,12.62764324,37.68688072,55.03109727,70.91932453,0.018129229,0.015519144,0.531776754,0.57266024,3.44498229,1.283117264,43.57320872,1.103176113,0.00500295,0.275960441,0.067705758,0.049666713,0.029782787,-0.201361952,-0.046205273,-0.943076302,0.020729078,7.965141235,0.05901389,0.035504837,-4.951813721,19327000000,1.21365E+11,-87228000000,0.612247714,22632500000,32612500000,3750000000,21.7696857,73.73090482,6.700940071,4.134189222,1.220655032,13.43095134,0.080608936,-0.105904906
30/06/2016,Q3,1.945505633,0.358070776,0.488420296,0.354993461,2.836457006,5.812036175,5.409367308,5.812036175,3.919855346,5.08382E+11,5.7508E+11,16.30264293,12.00202128,47.80718612,65.77585939,4.017524891,4.017524891,13.57664708,42.9035823,54.07933207,74.4054363,0.015334937,0.015203146,0.544795758,0.585928757,4.97597732,1.311599474,24.70660147,1.364032837,0.006268913,0.408799384,0.08123613,0.060437226,0.028687639,-0.273180365,-0.068582086,-1.150039588,0.024883139,6.84289462,0.043162364,0.026263749,-4.689826932,22275000000,1.17774E+11,-85300000000,0.67120538,26039000000,33222500000,3525000000,40.45941735,90.22626847,6.27723602,2.224451213,0.997492211,14.33752048,0.061608491,-0.133426835
30/09/2016,Q4,2.182446815,0.419887637,0.751176841,0.563079849,3.128195506,5.974059198,5.572524759,5.974059198,4.075062159,6.04905E+11,6.71453E+11,16.77680973,12.91096755,37.51114049,50.04174814,4.716642247,4.716642247,14.33135515,44.21524111,41.63789232,55.54704265,0.014901522,0.019983315,0.588129342,0.601322408,4.382194126,1.352669418,26.13555556,1.788994897,0.005111549,0.343021966,0.074319133,0.054853581,0.026796317,-0.246620365,-0.084884317,-1.560832025,0.02198412,7.512639753,0.048462997,0.028792651,-5.282390507,27863000000,1.19629E+11,-86568000000,0.678617377,24395000000,38710500000,3675500000,30.26252881,115.5845587,6.607665553,2.973974864,0.778650721,13.62054409,0.070285148,-0.185255506
31/12/2016,Q1,3.696735836,0.844128356,1.276548924,1.115187403,2.852230026,6.246389418,5.856149318,6.246389418,4.15548381,6.13691E+11,6.84869E+11,8.575413854,7.832585634,22.68224856,25.96424594,4.635477884,4.635477884,8.741036069,24.73165236,25.31301438,28.97566919,0.029153112,0.038514502,0.55560843,0.600200519,2.570345226,1.228242006,44.49333333,1.512268738,0.005100287,0.174948298,0.05036311,0.0366428,0.024977276,-0.126404494,-0.04364973,-1.1449615,0.016030427,10.89206017,0.094566639,0.055412395,-5.471205367,19202000000,1.24119E+11,-95419000000,0.66129617,30506500000,39318500000,3965500000,32.13653942,71.94395433,5.066528282,2.800550452,1.250973773,17.76364307,0.135138606,-0.161361521
31/03/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/06/2017,Q2,2.530526001,0.527623474,0.601344371,0.463135629,3.210088195,6.414435633,6.027412884,6.414435633,4.738612777,7.50737E+11,8.34102E+11,17.01734418,14.19270183,59.72451519,77.54748022,5.599089781,5.599089781,15.76871892,47.53802325,66.35657565,86.15867741,0.014690894,0.012895326,0.630442565,0.599195294,4.751225351,1.390608383,26.59811321,1.13972255,0.0040014,0.272372835,0.070288869,0.052480339,0.024183038,-0.236674622,-0.056242438,-1.275728988,0.023007411,8.726348218,0.053972204,0.033785481,-5.894311024,28648000000,1.25992E+11,-98460000000,0.734789159,22307500000,34350000000,4064500000,19.70111162,79.60284786,8.107104163,4.568270144,1.130612816,11.10137457,0.082255635,-0.142322952
30/09/2017,Q4,2.55266216,0.52015486,0.760084421,0.565888095,3.60141942,6.507858737,6.118737848,6.507858737,5.648491444,7.9363E+11,8.89021E+11,18.51852303,15.09404558,50.69173625,68.08766496,5.920534012,5.920534012,16.90828701,52.09004645,56.78467187,76.27151877,0.013499997,0.014686948,0.725171022,0.642845153,5.589207242,1.276062848,19.6996997,1.461265634,0.004120309,0.305208139,0.072538466,0.056999943,0.021355167,-0.255493102,-0.076076,-1.610305958,0.022328306,8.727234549,0.047795122,0.029169298,-6.695343153,27831000000,1.26032E+11,-1.12627E+11,0.862980895,34354500000,44588000000,5037000000,61.06183077,135.2122642,13.38366822,1.473915847,0.665620094,6.7246138,0.07992719,-0.194196326
31/12/2017,Q1,4.317187759,0.981101247,1.383418768,1.23849058,3.77248465,6.855191314,6.462164061,6.855191314,6.020778517,8.65252E+11,9.60161E+11,10.78061493,9.799782024,30.58184548,34.16053355,6.171600042,6.171600042,10.87471435,31.47140694,33.93635013,37.90758239,0.023189772,0.029273547,0.741246371,0.655356274,3.110852535,1.242011262,35.79564033,1.410067281,0.003858991,0.16640917,0.047919994,0.03858743,0.019759387,-0.099317852,-0.031825853,-1.023679417,0.0146784,12.30149693,0.090286798,0.050318992,-8.295305168,28022000000,1.32161E+11,-1.22785E+11,0.873044744,28238000000,51556000000,4820000000,23.89317386,104.2395322,7.31670988,3.766766212,0.863396047,12.30061072,0.143117997,-0.137398181
31/03/2018,Q2,3.041716245,0.687678524,0.752754744,0.551705047,4.375231473,6.312492823,6.312492823,6.312492823,6.101243871,8.37546E+11,9.14327E+11,15.14879283,13.69950207,55.35667271,75.52948491,6.601195307,6.601195307,14.9553864,46.41491742,60.43142486,82.45355381,0.016502965,0.013239863,0.798893425,0.65475562,3.897710544,1.456034483,20.06818182,1.094631746,0.003808744,0.230791492,0.067880334,0.055252956,0,-0.267085261,-0.066097453,-1.475355969,0.022048841,9.882900857,0.057135257,0.03761068,-6.569663297,40733000000,,-1.10571E+11,0.960292565,27722000000,37219000000,6440500000,32.98689828,81.87697203,18.28397189,2.728355944,1.099210166,4.922344035,0.108939296,-0.201049697
30/06/2018,Q3,2.727528575,0.589850777,0.741883676,0.57459116,3.634144428,5.886166942,5.886166942,5.886166942,5.911616706,9.03738E+11,9.86367E+11,19.61407096,16.966825,62.37837751,80.53987464,7.862077385,7.862077385,18.51810632,58.72979657,68.08164918,87.90365684,0.012745952,0.01241621,0.844966028,0.670819051,4.9198571,1.307324841,14.90780142,1.257748068,0.004042101,0.317128223,0.077123815,0.069482775,0,-0.225496963,-0.061334835,-1.225891182,0.025363747,8.83850119,0.048386911,0.03298711,-7.196330543,27213000000,,-1.18487E+11,0.996963871,29701500000,39308000000,5577500000,44.55139397,105.4685787,16.26598465,2.02013881,0.853334719,5.533018868,0.100209658,-0.167292516
30/09/2018,Q4,3.274957519,0.735433624,1.016486417,0.858153415,3.452034316,5.578726126,5.578726126,5.578726126,6.005876388,1.08391E+12,1.17248E+12,19.18426053,17.2322849,55.51968038,65.76330057,10.1161089,10.1161089,18.64039301,58.49826473,60.05638068,71.13704163,0.013031516,0.015206049,0.874826173,0.707028505,4.418999152,1.123842692,18.56912442,1.382159292,0.003256726,0.249911504,0.067027027,0.059618442,0,-0.155764995,-0.048346582,-1.104212055,0.021383148,9.607945274,0.064767599,0.038621915,-7.99489242,14473000000,,-1.27239E+11,1.068466686,41015500000,48007500000,4587500000,70.10413355,129.5836768,9.172506183,1.28380447,0.694531921,9.811931244,0.131828236,-0.158333002
31/12/2018,Q1,4.450654797,1.053935749,1.408942907,1.231835247,4.562409467,6.223420654,6.223420654,6.223420654,6.103483663,7.39877E+11,8.09836E+11,9.264677431,8.775674768,27.72113674,31.7067555,6.275889286,6.275889286,9.605457712,28.72676172,30.34230572,34.70478421,0.02698421,0.03153902,0.788764293,0.684543735,2.481607605,1.300555027,26.23146067,1.336839469,0.004822422,0.178712747,0.056731111,0.04628158,0,-0.12570251,-0.039793619,-0.988217968,0.018491282,12.14822719,0.087953405,0.053422491,-7.346681778,32545000000,,-1.14999E+11,0.973178842,35008500000,42210000000,5103500000,39.47681177,76.25184108,8.587004342,2.279819367,1.18029937,10.48095429,0.169349913,-0.17710766
31/03/2019,Q2,3.103023039,0.618358172,0.596642627,0.470253875,4.283845924,5.662087718,-1.708467843,5.662087718,6.078213189,8.8784E+11,9.62482E+11,19.1990262,15.30362437,79.59119388,100.9826851,8.386923935,8.386923935,16.59022266,53.94170082,86.28254305,109.4724486,0.013021494,0.009902688,0.852078217,1.156428138,4.183265146,1.31538199,13.28217822,0.964881931,0.003877952,0.297811608,0.076842196,0.068051366,0,-0.211833259,-0.040730845,-0.777302632,0.026096699,8.875638555,0.121486271,0.056617172,-7.610616634,29574000000,,-1.12792E+11,1.06395239,24060500000,35285000000,5051500000,23.40170646,75.69956346,12.14455435,3.845873384,1.188910423,7.410728911,0.109210278,-0.126388752
30/06/2019,Q3,2.943191895,0.549376859,0.636454513,0.527060475,5.175103755,5.275855664,5.275855664,5.275855664,5.977509023,9.0462E+11,9.62508E+11,22.51641984,16.81167989,77.74318351,93.87917013,9.378573478,9.378573478,17.88748506,61.26719818,82.71808898,99.88664211,0.011103008,0.01065199,0.880567305,0.700669379,3.68478676,1.504648622,13.33025404,1.158502589,0.004011631,0.361310235,0.082253898,0.07911316,0,-0.171880371,-0.037168503,-0.68189567,0.027802041,8.075564548,0.04964414,0.031169412,-5.996762374,45269000000,,-90810000000,1.124015095,29755000000,34621000000,4287000000,44.27995317,78.02840808,8.991423977,2.032522475,1.153426069,10.009538,0.104130381,-0.109394038
30/09/2019,Q4,3.565056832,0.761888941,1.108374165,0.953780742,5.597929729,5.037396355,5.037396355,5.037396355,6.059984252,9.8268E+11,1.04188E+12,17.95045152,15.34477698,49.35607824,57.35595154,10.85977718,10.85977718,16.26924606,51.7937223,52.32960913,60.81144678,0.013927226,0.017434982,1.014576518,0.732692103,2.943080135,1.540125617,19.29012346,1.454771299,0.00354032,0.254201374,0.071486571,0.064178638,0,-0.139477649,-0.043363523,-0.87354514,0.023407245,9.292662318,0.067118274,0.040429404,-6.182901889,57101000000,,-85209000000,1.19404783,39420000000,43181500000,4662500000,64.37164272,104.7458907,9.301986055,1.398131168,0.859222251,9.675353142,0.151246574,-0.154593423
31/12/2019,Q1,5.199216768,1.25910524,1.727957165,1.608649072,6.068008444,5.069659618,5.069659618,5.069659618,6.176444608,1.27948E+12,1.348E+12,14.38521473,13.93479061,41.92812095,45.03778869,14.29089968,14.29089968,14.68105228,45.66548796,44.1735332,47.44973561,0.017378955,0.022203577,1.039617563,0.737151296,2.32125072,1.597781932,32.57197452,1.372369131,0.002765971,0.159156323,0.056600486,0.048475806,0,-0.069045746,-0.02294732,-0.748224432,0.018623596,11.9842725,0.107226879,0.065281342,-6.337258553,61070000000,,-87856000000,1.209547531,36491000000,42619000000,4658000000,39.1546412,71.7287375,6.514434119,2.29857808,1.254727228,13.81547474,0.248360903,-0.119308092
31/03/2020,Q2,3.343557867,0.644996526,0.763227733,0.656980194,5.392707646,4.496742163,4.496742163,4.496742163,6.322330607,1.08017E+12,1.1495E+12,24.00594362,18.5236815,81.14878215,94.27224988,13.77330493,13.77330493,19.71266166,68.92339844,86.35748172,100.3233059,0.010414088,0.010607575,1.135938795,0.75522784,4.157153136,1.495962287,16.97886394,1.183305183,0.003124504,0.300026669,0.08492103,0.078284431,0,-0.139208174,-0.031776791,-0.665111271,0.029101573,8.078280708,0.057301187,0.035109238,-7.066880446,47659000000,,-98222000000,1.396327702,31856500000,36274000000,4276500000,47.34673229,81.18103664,8.348218012,1.900870359,1.108633293,10.78074385,0.143436404,-0.106247539
