Date,ADX_22Lcap,ADX_66Lcap,ADX_132Lcap,RSI_14Lcap,RSI_22Lcap,RSI_66Lcap,RSI_132Lcap,SMA_14Lcap,SMA_22Lcap,SMA_66Lcap,SMA_132Lcap,Rets_RollingWeeklyLcap,Rets_RollingMonthlyLcap,Rets_RollingQtlyLcap,Vol_30Lcap,ADX_22Mcap,ADX_66Mcap,ADX_132Mcap,RSI_14Mcap,RSI_22Mcap,RSI_66Mcap,RSI_132Mcap,SMA_14Mcap,SMA_22Mcap,SMA_66Mcap,SMA_132Mcap,Rets_RollingWeeklyMcap,Rets_RollingMonthlyMcap,Rets_RollingQtlyMcap,Vol_30Mcap
2008-10-23,33.143752289606304,17.89043445398506,12.099795455884244,27.12492085136329,30.09363726695104,38.57848454668805,43.756070744555295,1.905932418204358,3.0904286017144167,5.425500642775721,6.710753924108781,-0.09976146013312026,-0.3067192974868971,-0.2543702019782491,0.03182428674394819,37.510487024470926,18.9079604296683,9.331297170571355,23.845417185569442,26.238921745757914,35.823680051940244,42.4244771293334,1.8187892998873971,3.441676536259848,7.079591034965763,9.34959049900598,-0.07102378155866729,-0.29927243712826657,-0.26423636411139206,0.027726232104178617
2008-10-24,34.582621642277786,18.22992301687538,12.21273755698159,21.670849959638936,25.730609493999168,36.282440119969024,42.40037872037938,2.9308003165326326,4.081591850446472,6.45733649898944,7.668784798841441,-0.15949715617296534,-0.38811993239298004,-0.36856252672735046,0.03750962183556738,38.46901768283046,19.19376847520747,9.43634827273147,19.826909688731362,23.12683827985028,34.216666791312115,41.520749637312676,2.624772782763621,4.230895765380366,7.949604095416097,10.12564053877233,-0.12009798242149716,-0.353318568876948,-0.3374504839097243,0.03026410709635295
2008-10-27,36.136794883530335,18.60812708606652,12.338920104094298,20.916702977274777,25.095942407466048,35.92099707571879,42.18111378280373,2.7760397094698486,3.9120533591443705,6.423594708812206,7.630239227662163,-0.19168697588591466,-0.388354452275828,-0.39314822666862004,0.03749739886228956,39.59466659963832,19.516539272426332,9.5529109748929,18.16989806107461,21.76774105855438,33.45103850352117,41.077694056828626,2.8668167262210744,4.462632974806462,8.400851644291595,10.573842503086254,-0.1560951075062995,-0.3729046323255808,-0.3697589477719071,0.03067153934916159
2008-10-29,37.018402715637905,18.906369268850494,12.446428614009186,28.646179106091356,30.30176272726002,37.74129362731621,43.03903521390386,1.7421567154647422,2.851003591451495,5.49554770559209,6.708373921322723,-0.16626475926687623,-0.35186541331856414,-0.3639183069477673,0.04060649326522677,40.354804958360155,19.799301234746444,9.661048592203565,23.85243977515229,25.56729719183896,34.681529066705906,41.59835163536935,1.9691308254587974,3.51191822248723,7.644101872305979,9.813972854399344,-0.14905248857700093,-0.35072343044961507,-0.35845570819516814,0.032339098271876324
2008-10-31,37.46751992541893,19.149307456176185,12.540751304806783,35.995049113381974,35.430075608497944,39.64044689632772,43.95312499432933,0.7889947662593839,1.8697318889130903,4.688218360447527,5.955310328565915,-0.0585778217731564,-0.29800142687344844,-0.3554324018163959,0.04314120964902981,41.001118442689844,20.068901547553413,9.766454417906047,28.961757498042402,29.039640565848025,35.84000858225679,42.09420538166244,1.3432426523455747,2.9049547446304147,7.619034913881273,10.021993714751677,-0.0866490778326573,-0.3211623652199823,-0.3738739206112559,0.03324626416245834
2008-11-03,37.5277916830245,19.3392514740698,12.622161146483887,41.44587809988832,39.35361564743566,41.16980043677948,44.70358610047148,0.055773300450640335,1.0696015297711265,4.1051047538136745,5.4530442499832565,0.0342151092040226,-0.23622104067342076,-0.3134507941158007,0.04473095567489439,41.225387508086506,20.289928808188712,9.861421630198434,35.20745797189404,33.38286945391016,37.345234103288924,42.74762053750529,0.5356372620544996,1.9811436853915658,7.17617722933899,9.767124286044796,-0.012214790883198323,-0.2684977500953003,-0.3434042034989556,0.03495291095289514
2008-11-04,37.35976918038317,19.495459027031558,12.695236056185044,44.60036972112835,41.65936037223826,42.094710560729176,45.162934773860755,-0.49468051488237824,0.5092452248012657,3.6775047364594178,5.070309368743184,0.2159830099288893,-0.18388071380717774,-0.2712872603423364,0.045321204714045375,41.15953068783901,20.474872415198632,9.948490845391836,39.24273976400686,36.25022160935616,38.37497280841152,43.20063839963989,-0.1641118589175323,1.1961416853285984,6.594194078873122,9.253510289789244,0.10805777107258563,-0.21548791694942682,-0.3206365346948299,0.03579187254825617
2008-11-05,36.98445775549641,19.61959096715971,12.760276360946051,41.03473868809379,39.31412492935873,41.11177696559858,44.603759778659445,-0.002934544549771428,0.9459498620784834,4.099056331230551,5.4648514356724815,0.1864947346114365,-0.2362159572411462,-0.30866095342713784,0.04580218277550129,40.87833747686107,20.63102863525839,10.029159148629878,38.463546984359766,35.76314612392385,38.182517400494035,43.09685400755773,-0.1559187061382874,1.1224704406379475,6.735424908277392,9.462935355819566,0.14901998167017116,-0.2340258546344236,-0.3317367667658653,0.0357903367342961
2008-11-06,36.769251415952525,19.762557627567112,12.830852971229668,38.71732729657203,37.765700809027415,40.44511081925831,44.22022538395998,0.3062063442276179,1.1976025740978442,4.5215127406595625,5.923430783363061,0.07252362765778608,-0.2678225900541037,-0.3096053951997323,0.04457156350841512,40.7693239480891,20.806199331164432,10.115150694484974,36.441222374470144,34.50268478160882,37.684479055538084,42.82778863156343,0.1804865984160289,1.3028497853844687,7.167205048666627,9.954235095351661,0.0803071409122793,-0.2580756889143586,-0.3279714533065988,0.035100105506074626
2008-11-07,36.558279483797975,19.902612713992582,12.900707806883188,41.511278672019564,39.719291671699445,41.20547247015856,44.59725661181127,-0.1432186656632066,0.6957450669101862,4.196339814821367,5.656846876348682,0.030288293382973785,-0.22138125291844368,-0.31077647538246467,0.0451413840449334,40.59941998951394,20.970988004299745,10.19878356607065,38.8643707886469,36.152889617059195,38.25690147035462,43.07845207029441,-0.2615882921846229,0.7377568176389872,6.907897694416494,9.808971155791465,0.060803160292695724,-0.22433190029770256,-0.3315722380175117,0.035466237697630874
2008-11-10,35.98257206207116,19.98987730032091,12.957253345206711,47.16882026633687,43.75363865774506,42.82218402857473,45.40822152270926,-0.9410323320325185,-0.19472840822573537,3.4363589836433253,4.961199230425464,0.03429863462203264,-0.1260566256321658,-0.27341652728760646,0.046818139200658394,40.14320817543081,21.09855664834257,10.274085194826787,44.08568888966003,39.7687184152646,39.539499968883625,43.64470618222316,-1.073128816283943,-0.20386400195685717,6.185194897625636,9.191509690567713,0.05266742939737035,-0.1450464886075823,-0.30277501804725604,0.0365588104623602
2008-11-11,35.51162811581053,20.086276725227965,13.01634725128062,41.94322696331503,40.36851516355801,41.43841746390285,44.621090440834784,-0.024129589537401734,0.6311167781930463,4.240240381838164,5.7645048048192775,-0.06474974984541615,-0.18520217856883203,-0.33417542966826896,0.047907074398086356,39.770601109970364,21.231905766109968,10.350910230415554,40.41349773400892,37.56679344403899,38.732384791203735,43.21673195563429,-0.33616522578450836,0.3915637497070348,6.661522916045386,9.62590216675533,-0.015594193815719914,-0.16055532584063725,-0.3399082619662278,0.036803232705095675
2008-11-12,35.238424962688676,20.205017206614524,13.081815529246482,39.894908091830196,39.007912675624475,40.86144754969115,44.28818727006815,0.25954618219018394,0.8938184212089924,4.483830090793414,6.013648486264547,-0.04891567551660658,-0.18931879090405657,-0.3519401440420491,0.048049750222096246,39.52603200376735,21.376936973698506,10.430883714807038,38.911467269938285,36.65194298378373,38.389978613169006,43.03375905932396,-0.1315316638935346,0.5926972981246953,6.884592117428715,9.915275422055842,-0.02262322710230491,-0.12877746698152936,-0.365034766425542,0.03681657329736736
2008-11-14,35.000193407735075,20.325018129562498,13.147668093610017,39.02792061271494,38.43467843134128,40.61888397984854,44.14800004933373,0.35235128560928897,0.9772243254078898,4.575643339329059,6.150824337883547,-0.028451353418475267,-0.14317287169209525,-0.37587305002246296,0.04791216427576931,39.34113436730669,21.525777213994502,10.511890051502983,37.098144800661466,35.54453395362238,37.97371648238397,42.81072258049909,0.1760539435261886,0.9148966348429979,7.060292807238638,10.117607408988142,-0.018973905156772886,-0.08184286217440262,-0.38780123693751334,0.03669195379248188
2008-11-17,34.89071465096858,20.45913485705186,13.217609012581178,38.77071157481704,38.26767810252073,40.549600228139035,44.1081210614577,0.357947995851327,0.8909443387542475,4.545788653646126,6.171192993914544,-0.05834172592394049,-0.19799751110424768,-0.3802945911247606,0.04771838092960196,39.30637489315085,21.690103100056643,10.597143880460901,34.84050551489145,34.14887646278918,37.441460707267865,42.52398068557138,0.6157854741958579,1.282035463484603,7.4086102498182616,10.521502296831647,-0.06070546373262098,-0.15475987690138504,-0.40411886772214645,0.03642725970401834
2008-11-18,34.82824462523039,20.596900543551147,13.2886585732582,36.01574870101172,36.47807320760206,39.806553083654144,43.679629295884695,1.0200746373333216,1.378713345052126,5.45509939084443,7.292075887435629,-0.1477328984852696,-0.2374490282319588,-0.40688797276155186,0.047766002495925976,39.34154241227142,21.86064394304781,10.684150940241208,33.27948288137638,33.17224685391751,37.063919132558595,42.31955853982062,1.097060787187391,1.6090576958257499,8.328522069761009,11.80871027425091,-0.11249839368686054,-0.18311975891473442,-0.41666809378192304,0.03615370769871089
2008-11-19,34.833899667390554,20.74132253193877,13.361688601427105,34.91066131505243,35.75348919429751,39.5025156840076,43.50347534247273,1.3940870773831806,1.5613464446091239,5.9362988395584315,7.952724608951497,-0.10332973046621541,-0.21069971331173432,-0.41825808588144386,0.04764310922128952,39.41034224217123,22.033059340168887,10.771726583321549,32.232668289432176,32.516517014430356,36.81024547823594,42.182031457150956,1.5955342899667306,1.9151698211469692,9.353051057862023,13.313247068796851,-0.09152717953058054,-0.1554372995456541,-0.4273882196524602,0.03597274376002924
